business_id,name,address,city,state,type,statut,date_statut,latitude,longitude,x,y,gps,original_gps,corrected,correction_method
106467,AU PAIN DORE (USINE),3075   Rue Rouen ,Montréal,"Québec, Canada",Pâtisserie/Boulangerie,Sous inspection fédérale,20130718,45.540237,-73.551909,300746.19,5044481.56,"45.5398445,-73.5525827","45.5398445,-73.5525827",False,
106675,SANDWICHS TRAN,6310   Rue Jean-Talon Est,St-Léonard,"Québec, Canada",Casse-croûte,Fermé changement d'exploitant,20150316,45.590615,-73.576344,298843.24,5050081.61,"45.5903731,-73.5759521","45.5903731,-73.5759521",False,
106804,SEL GRAS,5245   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20180103,45.524261,-73.595483,297341.17,5042709.24,"45.5243677,-73.5953015","45.5243677,-73.5953015",False,
106960,GRILLADES LES JARDINS,1270   Rue Jarry Est,Montréal,"Québec, Canada",Restaurant,Fermé,20140915,45.549553,-73.622445,295239.31,5045522.82,"45.5494294,-73.6219735","45.5494294,-73.6219735",False,
107006,SAINT CINNAMON,3131  N-11 Boulevard Côte-Vertu ,St-Laurent,"Québec, Canada",Restaurant service rapide,Fermé,20150924,45.496929,-73.704639,288806.55,5039687.8,,,False,
107084,GARDERIE A.B.C.,5639   Rue Verdun ,Verdun,"Québec, Canada",Garderie,Fermé changement d'exploitant,20240419,45.450817,-73.572439,299133.94,5034545.5,"45.4509189,-73.5727196","45.4509189,-73.5727196",False,
107095,LA FIERTE DES ISLES,6803   Avenue Fielding ,Montréal,"Québec, Canada",Restaurant,Ouvert,20220106,45.465933,-73.644507,293499.93,5036232.91,"45.4659482,-73.6447432","45.4659482,-73.6447432",False,
107183,DEPANNEURS BELANGER XL,3478   Avenue 32e ,Pointe-aux-Trembles,"Québec, Canada",Épicerie,Fermé,20161108,45.658879,-73.511637,303893.09,5057665.21,"45.6585402,-73.5122299","45.6585402,-73.5122299",False,
107184,RESTAURANT SUNSHINE,13072   Rue Sherbrooke Est,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20141204,45.656703,-73.509324,304073.38,5057423.45,"45.6565106,-73.5088573","45.6565106,-73.5088573",False,
107185,JEAN COUTU,6075   Boulevard Henri-Bourassa Est,Montréal-Nord,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20240815,,,,,"45.6084517,-73.6159295","45.6084517,-73.6159295",False,
107186,RESTO BAR LA VERANDA,6363   Boulevard Henri-Bourassa Est,Montréal-Nord,"Québec, Canada",Restaurant,Ouvert,20140610,,,,,"45.6097642,-73.6115525","45.6097642,-73.6115525",False,
104708,LES ENTREPRISES MICHEL DESRUISSEAUX,5759   Rue Mignault ,Montréal,"Québec, Canada",Camion de distribution de produits carnés,Ouvert,20121011,45.586682,-73.552603,300695.41,5049643.12,"45.5868057,-73.5524349","45.5868057,-73.5524349",False,
104779,L'ESSENTIELLE SANTE,1225   Avenue Greene ,Westmount,"Québec, Canada",Autres,Fermé,20180228,45.486403,-73.588352,297893.62,5038501.38,"45.486582,-73.5882399","45.486582,-73.5882399",False,
104780,CAFE AQUA,5794   Avenue Parkhaven ,Côte Saint-Luc,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20190115,45.468933,-73.669847,291519.1,5036570.26,"45.3629222,-75.775976","45.3629222,-75.775976",False,
104781,CHEZ GAEL-PATISSERIE FINE,475   Chemin Bord-du-Lac-Lakeshore ,Dorval,"Québec, Canada",Pâtisserie/Boulangerie,Ouvert,20121115,45.440617,-73.731452,286692.99,5033435.47,"45.428234,-73.834062","45.428234,-73.834062",False,
104782,DEPANNEUR CITE L'ACADIE,10580   Place Acadie ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20220428,45.533313,-73.679491,290781.02,5043726.41,"45.532862,-73.6797215","45.532862,-73.6797215",False,
104783,DEPANNEUR DELMAR,477   Avenue Delmar ,Pointe-Claire,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20140520,45.464844,-73.801418,281229.45,5036145.93,"45.465347,-73.8013202","45.465347,-73.8013202",False,
104784,LES ALIMENTS M ET M,6321  134 Autoroute Transcanadienne ,Pointe-Claire,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20180214,,,,,"45.5967307,-73.5735081","45.5967307,-73.5735081",False,
104785,SUBWAY,1000  20 Boulevard Saint-Jean ,Pointe-Claire,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20150903,45.469848,-73.831618,278870.11,5036711.37,"45.4899795,-73.8505738","45.4899795,-73.8505738",False,
104786,POULET FRIT KENTUCKY #1105,3000   Boulevard Saint-Charles ,Kirkland,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20200707,45.449118,-73.855607,276984.22,5034415.68,"45.4489267,-73.8558242","45.4489267,-73.8558242",False,
104787,PIZZA LITTLE CAESARS,3066   Boulevard Saint-Charles ,Kirkland,"Québec, Canada",Restaurant,Ouvert,20130816,45.450054,-73.856551,276910.81,5034520.03,"45.4498687,-73.8570154","45.4498687,-73.8570154",False,
104788,DEPANNEUR HAPPY TIMES,112   Rue Du Barry ,Kirkland,"Québec, Canada",Épicerie,Fermé,20150708,45.458281,-73.862668,276436.49,5035436.4,"45.4578392,-73.8629048","45.4578392,-73.8629048",False,
104789,PASTA BELLA,3510  A Boulevard Sources ,Dollard-des-Ormeaux,"Québec, Canada",Épicerie avec préparation,Fermé,20201023,45.486117,-73.798989,281428.16,5038509.29,"46.3074255,-0.4303409","46.3074255,-0.4303409",False,
104790,MONSIEUR FALAFEL,4701 E  Boulevard Saint-Jean ,Dollard-des-Ormeaux,"Québec, Canada",Restaurant,Fermé,20201021,45.487328,-73.848859,277530.46,5038659.61,"45.4899795,-73.8505738","45.4899795,-73.8505738",False,
104791,SAINT-VIATEUR BAGEL (D.D.O.),821   Rue Tecumseh ,Dollard-des-Ormeaux,"Québec, Canada",Boulangerie,Sous inspection fédérale,20250611,,,,,"45.4758126,-73.8121112","45.4758126,-73.8121112",False,
104792,CHAI,3506   Avenue Parc ,Montréal,"Québec, Canada",Casse-croûte,Ouvert,20121106,45.509639,-73.574002,299017.69,5041082.51,"45.5095207,-73.5740723","45.5095207,-73.5740723",False,
104794,BURRITO SHOP,3686  B Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20180409,45.514506,-73.573895,299026.59,5041623.32,"45.5405911,-73.6368612","45.5405911,-73.6368612",False,
104795,VALENTINE,800  03400 Rue De La Gauchetière Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20230620,45.500534,-73.565449,299685.17,5040070.04,,,False,
104796,GARDERIE JASMINE ET ALADIN INC.,2520   Boulevard Rosemont ,Montréal,"Québec, Canada",Garderie,Ouvert,20121105,45.546799,-73.585983,298086.01,5045213.11,"45.5467189,-73.5857487","45.5467189,-73.5857487",False,
104797,GARDERIE EDUCATIVE HARMONIE D'ENFANCE,6995   Avenue Victoria ,Montréal,"Québec, Canada",Garderie,Ouvert,20130911,45.497861,-73.645045,293464.3,5039781.21,"45.4979586,-73.6448141","45.4979586,-73.6448141",False,
104798,GARDERIE ALEXANDRA,7227   Rue Alexandra ,Montréal,"Québec, Canada",Garderie,Fermé,20200928,45.532736,-73.621069,295343.91,5043653.78,"45.532902,-73.6209021","45.532902,-73.6209021",False,
104799,PIZZA 2 POUR 1,5785   Rue Jean-Talon Est,St-Léonard,"Québec, Canada",Restaurant,Fermé,20130807,45.584554,-73.580636,298507.71,5049408.39,"45.584691,-73.5808573","45.584691,-73.5808573",False,
104832,RESTAURANT BUFFET POULET ROTI WARYKE,10380   Boulevard Saint-Michel ,Montréal,"Québec, Canada",Restaurant,Fermé,20140613,45.580164,-73.644483,293524.66,5048927.58,"45.5800059,-73.6446395","45.5800059,-73.6446395",False,
104956,GOUTER TROPICAL,8549   Boulevard Pie-IX ,Montréal,"Québec, Canada",Restaurant,Ouvert,20121113,45.575344,-73.611125,296127.14,5048387.73,"45.575484,-73.6108452","45.575484,-73.6108452",False,
104958,RESTAURANT NUDO,1055   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Restaurant,Fermé,20210924,45.508207,-73.560209,300095.34,5040922.52,"45.5084314,-73.560084","45.5084314,-73.560084",False,
105012,CENTRE EDUCATIF DE SOUSA SAINT-LAURENT,2110   Rue Londres ,St-Laurent,"Québec, Canada",Garderie,Ouvert,20121120,45.522817,-73.699428,289220.94,5042563.66,"45.5226033,-73.6997542","45.5226033,-73.6997542",False,
105013,CENTRE EDUCATIF DE SOUSA BARRE,2100   Rue Londres ,St-Laurent,"Québec, Canada",Garderie,Ouvert,20121120,45.522791,-73.699375,289225.08,5042560.74,"45.5226033,-73.699767","45.5226033,-73.699767",False,
105090,SERVICE DE GARDE LAJOIE,1276   Avenue Lajoie ,Outremont,"Québec, Canada",Garderie,Ouvert,20121130,45.520487,-73.610944,296132.82,5042291.35,"45.5203121,-73.6107487","45.5203121,-73.6107487",False,
105109,HYDRO-CULTURE MACRI,11051   Boulevard Parkway ,Anjou,"Québec, Canada",Usine produit autre,Sous inspection fédérale,20121206,45.621548,-73.582,298405.45,5053519.8,"45.6220879,-73.5821002","45.6220879,-73.5821002",False,
105165,VALENTINE,800  K3 Rue Square-Victoria ,Montréal,"Québec, Canada",Casse-croûte,Fermé,20211116,45.501141,-73.561342,300006.24,5040137.3,,,False,
105246,RESTAURANT EPICE JAFFNA,5690   Avenue Victoria ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20160115,45.492285,-73.632968,294407.08,5039159.92,"45.4920078,-73.6327061","45.4920078,-73.6327061",False,
104635,AU P'TIT MAROC CHAMPS DE LAVANDE,4492   Rue Garnier ,Montréal,"Québec, Canada",Restaurant,Fermé,20130325,45.530761,-73.576311,298839.54,5043430.0,"45.5305803,-73.5762304","45.5305803,-73.5762304",False,
104961,MARCHE ROSEMONT OLYMPIQUE,4305   Boulevard Rosemont ,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20141020,45.562585,-73.572271,299158.25,5046966.29,"45.5626955,-73.5724098","45.5626955,-73.5724098",False,
104966,DEPANNEUR VARIETES JACQUES,1856   Rue Fleury Est,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20130104,45.568823,-73.653034,292854.93,5047668.47,"45.5686462,-73.6528755","45.5686462,-73.6528755",False,
104967,SUSHI SHOP BEAUBIEN  (OPS 122),2215   Rue Beaubien Est,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20160210,45.546446,-73.593766,297478.2,5045174.49,"45.5465486,-73.5939068","45.5465486,-73.5939068",False,
105073,RESIDENCE SYMPHONIE 5700,15   Place Triade ,Pointe-Claire,"Québec, Canada",Centre d'accueil,Fermé changement d'exploitant,20160107,45.463539,-73.82216,279606.84,5036007.23,"45.4635557,-73.8211376","45.4635557,-73.8211376",False,
105350,LES 4 FRERES,5175 D 5175D Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20140402,45.475561,-73.607385,296404.21,5037298.39,"45.4613581,-73.6334389","45.4613581,-73.6334389",False,
106004,PRE-MATERNELLE IMAGINATION,4565   Rue Viterbe ,St-Léonard,"Québec, Canada",École/mesures alimentaires,Fermé,20180508,45.572579,-73.589947,297779.68,5048078.4,"45.5728966,-73.5904921","45.5728966,-73.5904921",False,
106005,LES ANGES DU BONHEUR,4824   Rue Bannantyne ,Verdun,"Québec, Canada",Garderie,Ouvert,20130823,45.457128,-73.576218,298839.01,5035247.08,"45.4571512,-73.5759459","45.4571512,-73.5759459",False,
106006,THAI EXPRESS,12882   Rue Sherbrooke Est,Montréal,"Québec, Canada",Restaurant,Ouvert,20130703,45.654353,-73.510134,304010.18,5057162.31,"45.6533956,-73.5094848","45.6533956,-73.5094848",False,
106007,GARDERIE PRET OU PAS,7370   Chemin Côte-Saint-Luc ,Montréal,"Québec, Canada",Garderie,Fermé,20201021,45.461857,-73.657369,292493.29,5035781.88,"45.4714865,-73.6481479","45.4714865,-73.6481479",False,
106008,GARDERIE LE CASTELNAU,7487   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Garderie,Fermé,20250430,45.536305,-73.622165,295258.88,5044050.51,"45.5405911,-73.6368612","45.5405911,-73.6368612",False,
106011,ALEXANDRE ETHIER,9701   Boulevard Louis-H.-La Fontaine ,Anjou,"Québec, Canada",Camion de distribution de produits laitiers,Fermé,20160317,45.609829,-73.576479,298834.77,5052217.02,"45.5951728,-73.5451857","45.5951728,-73.5451857",False,
106012,RESIDENCE BELLERIVE # 5514,14536   Rue Notre-Dame Est,Montréal,"Québec, Canada",Résidence de personnes âgées,Fermé,20220222,45.675102,-73.492943,305349.81,5059468.16,"45.6748276,-73.4927272","45.6748276,-73.4927272",False,
106013,RESIDENCE LES PLEIADES,11000   Rue Sainte-Julie ,Montréal-Est,"Québec, Canada",Résidence de personnes âgées,Ouvert,20130516,45.627752,-73.497876,304965.61,5054205.91,"45.628129,-73.4975523","45.628129,-73.4975523",False,
106014,RESTAURANT SUBWAY,7519   Boulevard Maurice-Duplessis ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20160916,45.625623,-73.59865,297107.63,5053974.07,"45.6258413,-73.598905","45.6258413,-73.598905",False,
106054,BOULANGERIE PAIN A TARTINE,1125   Rue Ontario Est,Montréal,"Québec, Canada",Boulangerie,Fermé,20170505,45.52021,-73.562912,299885.14,5042256.52,"45.5205546,-73.5630211","45.5205546,-73.5630211",False,
106055,CAFE BONHEUR D'OCCASION,1055   Boulevard René-Lévesque Est,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20150416,45.516052,-73.555277,300481.35,5041794.01,"45.5163041,-73.5552523","45.5163041,-73.5552523",False,
106069,BOUCHERIE LAWRENCE,5237   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Boucherie,Fermé changement d'exploitant,20150915,45.524202,-73.595354,297351.24,5042702.72,"45.5243034,-73.5952648","45.5243034,-73.5952648",False,
106133,LES TRAITEURS SATAY BROTHERS,138   Avenue Atwater ,Montréal,"Québec, Canada",Restaurant,Fermé,20180516,45.480032,-73.576542,298816.13,5037792.47,"45.4785346,-73.5760482","45.4785346,-73.5760482",False,
106136,MARCHE DE L'AMITIE,9167   Boulevard Gouin Ouest,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20150212,45.516138,-73.745607,285611.24,5041831.45,"45.5163498,-73.7477029","45.5163498,-73.7477029",False,
106139,TRAITEUR KANAMARK,1737   Rue Poirier ,St-Laurent,"Québec, Canada",Restaurant,Fermé,20170222,45.518724,-73.698352,289303.88,5042108.57,"45.5189989,-73.6983566","45.5189989,-73.6983566",False,
106143,AU RENDEZ-VOUS (LA BOUTIQUE),12235  A1019 Rue Grenet ,Montréal,"Québec, Canada",Casse-croûte,Fermé,20221108,45.530795,-73.717926,287778.34,5043454.05,,,False,
106144,TABAGIE DECARIE,906   Boulevard Décarie ,St-Laurent,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20160421,45.512898,-73.680713,290680.48,5041457.96,"45.5127321,-73.6809716","45.5127321,-73.6809716",False,
106145,KILO SOLUTION,5773   Rue Bannantyne ,Verdun,"Québec, Canada",Épicerie,Fermé,20130925,45.449614,-73.576891,298785.56,5034412.11,"45.4497569,-73.5771777","45.4497569,-73.5771777",False,
106146,CULTURES ET THAI EXPRESS,1023   Rue Marché-Central ,Montréal,"Québec, Canada",Restaurant,Fermé,20250325,45.53519,-73.65909,292374.8,5043931.69,"45.5340766,-73.6479207","45.5340766,-73.6479207",False,
106147,CENTRE COMMUNAUTAIRE BON COURAGE DE PLACE BENOIT,155   Carré Benoit ,St-Laurent,"Québec, Canada",Organisme d'aide alimentaire,Fermé,20241113,45.516253,-73.662641,292093.21,5041827.69,"45.5165334,-73.6621888","45.5165334,-73.6621888",False,
106148,RESTAURANT ELLADA,9030   Boulevard Acadie ,Montréal,"Québec, Canada",Restaurant,Fermé,20140319,45.531456,-73.650855,293017.24,5043515.43,"47.3916601,-68.3506408","47.3916601,-68.3506408",False,
106149,TABAGIE METRO NAMUR MONTREAL,7405   Boulevard Décarie ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20150529,45.49491,-73.653284,292819.71,5039454.45,"45.4949506,-73.6530247","45.4949506,-73.6530247",False,
106150,BISTRO ITALIANO,7657   Boulevard Décarie ,Montréal,"Québec, Canada",Restaurant,Fermé,20140527,45.496303,-73.655604,292638.7,5039609.63,"45.497024,-73.6551685","45.497024,-73.6551685",False,
106151,PATISSERIE LA PETITE MADELEINE,1908   Boulevard Thimens ,St-Laurent,"Québec, Canada",Pâtisserie/Boulangerie,Fermé,20151125,45.512091,-73.694117,289632.97,5041370.64,"45.5121972,-73.6931829","45.5121972,-73.6931829",False,
106152,CUISINE CENTRE D'ACCUEIL ALEXIS-NIHON 4974,1200   Boulevard Alexis-Nihon ,St-Laurent,"Québec, Canada",Centre d'accueil,Fermé,20150520,45.508424,-73.695901,289492.6,5040963.52,"45.5083073,-73.6961801","45.5083073,-73.6961801",False,
106153,RESTAURANT DAGWOODS,7569   Boulevard Newman ,LaSalle,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20160601,45.439689,-73.622024,295253.58,5033313.55,"45.4404,-73.6222037","45.4404,-73.6222037",False,
106154,SUPERMARCHE LAZIO,2101   Avenue Dollard ,LaSalle,"Québec, Canada",Autres,Fermé,20131025,45.431225,-73.635446,294202.02,5032374.62,"45.4327867,-73.6343722","45.4327867,-73.6343722",False,
106155,DEPANNEUR INTER-MART,2054   Rue Thierry ,LaSalle,"Québec, Canada",Épicerie,Fermé,20170602,45.43656,-73.62564,294970.17,5032966.31,"45.4365859,-73.626672","45.4365859,-73.626672",False,
106156,LES TOURS ANGRIGNON 4483,1500   Boulevard Angrignon ,LaSalle,"Québec, Canada",Résidence de personnes âgées,Ouvert,20131104,45.446977,-73.607287,296407.65,5034121.87,"45.4464536,-73.607232","45.4464536,-73.607232",False,
106157,BOUCHER ET GRILL,15740   Boulevard Pierrefonds ,Pierrefonds,"Québec, Canada",Boucherie,Fermé changement d'exploitant,20160922,45.479447,-73.86615,276174.85,5037789.82,"45.4787831,-73.866253","45.4787831,-73.866253",False,
106158,DEPANNEUR LA DEPAGIE,815   Rue Provost ,Lachine,"Québec, Canada",Épicerie,Ouvert,20131119,45.441963,-73.671103,291414.51,5033573.31,"45.4417008,-73.6712356","45.4417008,-73.6712356",False,
104613,CAFE ETUDIANT ECOLE DES SOURCES,2900   Rue Lake ,Dollard-des-Ormeaux,"Québec, Canada",Autres,Fermé changement d'exploitant,20140325,45.490515,-73.809525,280606.46,5039001.21,"45.4903974,-73.8122897","45.4903974,-73.8122897",False,
104614,SOCIETE EN COMMANDITE LE SOMMET DE LA RIVE 5254,3501   Boulevard Gaétan-Laberge ,Verdun,"Québec, Canada",Résidence de personnes âgées,Fermé changement d'exploitant,20241120,45.469354,-73.562786,299890.62,5036604.91,"45.4687378,-73.5634069","45.4687378,-73.5634069",False,
104615,CREMERIE SAFARI,539   Chemin Bord-du-Lac-Lakeshore ,Dorval,"Québec, Canada",Bar laitier saisonnier,Ouvert,20191024,45.440451,-73.732877,286581.42,5033417.41,"45.428234,-73.834062","45.428234,-73.834062",False,
104616,MARCHE DU MBOA,1236   Avenue Dollard ,LaSalle,"Québec, Canada",Local de préparation,Fermé changement d'exploitant,20140425,45.42591,-73.625226,295000.74,5031782.7,"45.4255808,-73.6253565","45.4255808,-73.6253565",False,
104619,RUMORS BAR LOUNGE,6710  rc Rue Saint-Jacques ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20180420,45.459131,-73.626956,294871.16,5035474.67,"48.8435496,2.3416542","48.8435496,2.3416542",False,
104621,GARDERIE SUNNYSIDE,4997   Rue Noël ,Pierrefonds,"Québec, Canada",Garderie,Ouvert,20130402,45.467443,-73.885422,274661.84,5036462.9,"45.4675514,-73.8852303","45.4675514,-73.8852303",False,
104622,BISTRO LE PARC DES PRINCES,5293   Avenue Parc ,Montréal,"Québec, Canada",Restaurant,Fermé,20151221,45.520966,-73.599427,297032.67,5042343.38,"45.52125,-73.5995189","45.52125,-73.5995189",False,
104623,LES GRILLADES JARRY EXPRESS,696   Rue Jarry Est,Montréal,"Québec, Canada",Restaurant,Fermé,20130805,45.545338,-73.627289,294860.32,5045055.0,"45.5453454,-73.6270586","45.5453454,-73.6270586",False,
104759,LA BOUTIQUE DU CAFE TAZZA DE MATTINA,5  5 Rue Centre-Commercial ,Roxboro,"Québec, Canada",Épicerie,Ouvert,20121017,,,,,"47.9042262,2.034592","47.9042262,2.034592",False,
104760,PATISSERIE ANTEP BAKLAVA,5098   Rue Jarry Est,St-Léonard,"Québec, Canada",Boulangerie,Fermé,20200722,45.581283,-73.593942,297469.0,5049046.07,"45.5812023,-73.593733","45.5812023,-73.593733",False,
104941,DEPANNEUR PREMIER ET DERNIER,7754   Rue Centrale ,LaSalle,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20200305,45.428233,-73.5988,297068.99,5032037.98,"45.4281525,-73.5985319","45.4281525,-73.5985319",False,
104942,LES SPECIALITE D'AUNTY ANNIE,4888   Boulevard Saint-Jean ,Pierrefonds,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20140402,45.490491,-73.851112,277355.91,5039011.87,"45.4899795,-73.8505738","45.4899795,-73.8505738",False,
105014,LES SURGELES COOL ET SIMPLE,5855   Avenue Monkland ,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20231106,45.472554,-73.625585,294980.77,5036966.21,"45.4725596,-73.6258409","45.4725596,-73.6258409",False,
105016,LUCILLE'S OYSTER DIVE (REMORQUE PLAQUE RD9867W),4236   Avenue Old Orchard ,Montréal,"Québec, Canada",Camion-cuisine,Fermé,20180504,45.475895,-73.621358,295311.79,5037337.08,"45.4757536,-73.6215133","45.4757536,-73.6215133",False,
105018,CENTRE PERFORM,7200   Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Restaurant,Ouvert,20131104,45.457562,-73.639143,293917.79,5035301.89,"45.4567775,-73.6376786","45.4567775,-73.6376786",False,
105019,CAFE LE MASTIFF,3700  108 Rue Saint-Patrick ,Montréal,"Québec, Canada",Autres,Fermé changement d'exploitant,20180313,45.470871,-73.580783,298483.57,5036774.72,"45.4698702,-73.5824455","45.4698702,-73.5824455",False,
105020,CHOCOLATS GENEVIEVE GRANDBOIS,5524  200 Rue Saint-Patrick ,Montréal,"Québec, Canada",Confiserie/chocolaterie,Fermé,20190917,45.464068,-73.596027,297290.67,5036019.99,"45.4638289,-73.5954118","45.4638289,-73.5954118",False,
105021,JARDIN DE MOISSON LIU,4842   Rue Verdun ,Verdun,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20150812,45.457024,-73.571877,299178.52,5035235.22,,,False,
105022,TAJ MAHAL INDIA,4616   Rue Wellington ,Verdun,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20181122,45.45822,-73.567423,299526.97,5035367.91,"45.4581645,-73.5671979","45.4581645,-73.5671979",False,
105023,RESTAURANT CASA BINI,3969   Boulevard LaSalle ,Verdun,"Québec, Canada",Restaurant,Fermé,20140213,45.464166,-73.564588,299749.21,5036028.47,"45.4641247,-73.5647913","45.4641247,-73.5647913",False,
105024,DEPANNEUR WU,410   Rue Caisse ,Verdun,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20240606,45.470375,-73.568271,299461.83,5036718.64,"45.4702912,-73.5683519","45.4702912,-73.5683519",False,
105025,NIKOS PIZZA,5745   Boulevard Gouin Ouest,Montréal,"Québec, Canada",Restaurant mets pour emporter,Fermé changement d'exploitant,20200117,45.532533,-73.719166,287681.97,5043647.45,"45.5327134,-73.7193583","45.5327134,-73.7193583",False,
105026,MAISON SAMOSA EXPRESS,1430   Rue Église ,St-Laurent,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20161116,45.512237,-73.677434,290936.53,5041383.83,,,False,
105027,RESTAURANT PENDELI'S,1401   Rue Collège ,St-Laurent,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20170407,45.510333,-73.67388,291213.7,5041171.72,"46.7226128,6.5313654","46.7226128,6.5313654",False,
105028,"8180 PROVIGO ST-LAURENT, DECARIE",1115   Boulevard Décarie ,St-Laurent,"Québec, Canada",Supermarché,Ouvert,20130830,,,,,"45.511004,-73.6776569","45.511004,-73.6776569",False,
105030,LA PETITE PATISSERIE AFRODITI,1855   Avenue O'Brien ,St-Laurent,"Québec, Canada",Restaurant,Fermé,20230515,45.52345,-73.692762,289741.88,5042632.73,"45.5236838,-73.6913865","45.5236838,-73.6913865",False,
105033,BAR ET GRILL AUX CINQ PARFUMS,9732   Rue Birnam ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20140113,45.536465,-73.665151,291901.78,5044074.26,"45.5361722,-73.6648357","45.5361722,-73.6648357",False,
105034,BOCADILLO 3 (EXPRESS),3480   Rue McTavish ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20150916,45.503192,-73.576817,298797.05,5040366.31,"45.503401,-73.5780734","45.503401,-73.5780734",False,
105037,LE BIFTHEQUE,6705   Chemin Côte-de-Liesse ,St-Laurent,"Québec, Canada",Restaurant,Fermé,20150416,,,,,"43.5973242,7.0947224","43.5973242,7.0947224",False,
105039,PAUSE CAFE ELITE,4034   Boulevard Côte-Vertu ,St-Laurent,"Québec, Canada",Distributeur en gros de produits mixtes,Fermé changement d'exploitant,20160314,45.490743,-73.712194,288214.27,5039001.85,"45.4906035,-73.7114227","45.4906035,-73.7114227",False,
105149,CAFE REGINE BRUNCH,1840   Rue Beaubien Est,Montréal,"Québec, Canada",Restaurant,Ouvert,20130205,45.543688,-73.596149,297291.72,5044868.23,"45.5435779,-73.5960636","45.5435779,-73.5960636",False,
105150,ESSO,2488   Boulevard Rosemont ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20150415,45.546424,-73.586309,298060.48,5045171.4,"45.546162,-73.5861591","45.546162,-73.5861591",False,
105151,QF DEPANNEUR,4800   Rue Cartier ,Montréal,"Québec, Canada",Épicerie,Ouvert,20130510,45.535267,-73.577527,298745.05,5043930.81,"45.5351449,-73.5776424","45.5351449,-73.5776424",False,
105153,RENCONTRES-CUISINE (CARREFOUR ALIMENTAIRE CENTRE-SUD),2349   Rue Rouen ,Montréal,"Québec, Canada",Organisme d'aide alimentaire,Fermé,20201221,45.532633,-73.558111,300261.23,5043636.84,"45.5325471,-73.5584245","45.5325471,-73.5584245",False,
105154,DEPANNEUR LE P'TIT DETOUR,2042   Rue Montgomery ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20130830,45.536222,-73.551631,300767.6,5044035.28,"45.536039,-73.5515875","45.536039,-73.5515875",False,
105155,CAFE MARDI GRAS CHEZ RENE,1684   Rue Sainte-Catherine Est,Montréal,"Québec, Canada",Restaurant,Fermé,20140117,45.522327,-73.552608,300690.29,5042491.23,"45.5222602,-73.5524083","45.5222602,-73.5524083",False,
105156,CREMY,1125   Rue Ontario Est,Montréal,"Québec, Canada",Pâtisserie/Boulangerie,Fermé,20130911,45.52021,-73.562912,299885.14,5042256.52,"45.5205546,-73.5630211","45.5205546,-73.5630211",False,
105157,SUPER DEPANNEUR 5 ETOILES,15   Rue Legendre Ouest,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20151117,45.543204,-73.648122,293233.12,5044820.58,"45.5432866,-73.6483505","45.5432866,-73.6483505",False,
