business_id,name,address,city,state,type,statut,date_statut,latitude,longitude,x,y,gps,original_gps,corrected,correction_method
127,LES ENTREPRISES ALJO,12515   Boulevard Rodolphe-Forget ,Montréal,"Québec, Canada",Distributrice automatique,Ouvert,20031123,45.650662,-73.580265,298544.05,5056755.11,"45.6512176,-73.5791509","45.6512176,-73.5791509",False,
135,PROVI-TOT,9128   Boulevard Perras ,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20090821,45.650348,-73.577731,298741.52,5056720.11,"45.6503003,-73.5774238","45.6503003,-73.5774238",False,
138,LE PETIT TABLIER,690   Rue Sherbrooke Ouest,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20090306,45.504673,-73.573766,299035.65,5040530.65,"45.5044336,-73.573694","45.5044336,-73.573694",False,
140,RESTO-PUB MARCO POLO,7985   Avenue Marco-Polo ,Montréal,"Québec, Canada",Brasserie,Fermé,20230914,45.62598,-73.583592,298281.88,5054012.39,"45.6263497,-73.5837558","45.6263497,-73.5837558",False,
142,L'EURO-MARCHE ST-MICHEL,10181   Boulevard Saint-Michel ,Montréal-Nord,"Québec, Canada",Boucherie-épicerie,Ouvert,19930318,45.579391,-73.643019,293638.74,5048841.44,"45.5794495,-73.6428325","45.5794495,-73.6428325",False,
146,BISTRO OLA KALA,522   Rue Jarry Ouest,Montréal,"Québec, Canada","Bar salon, taverne",Fermé changement d'exploitant,20120921,45.531975,-73.635054,294251.47,5043570.93,"45.531743,-73.6352459","45.531743,-73.6352459",False,
147,SUSHI SHOP EXPRESS,1000  rc01 Rue De La Gauchetière Ouest,Montréal,"Québec, Canada",Restaurant service rapide,Ouvert,19920901,45.498531,-73.566914,299570.54,5039847.63,"45.4983565,-73.5665041","45.4983565,-73.5665041",False,
148,MM MUFFINS,1000  R-6 Rue De La Gauchetière Ouest,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20121219,45.498531,-73.566914,299570.54,5039847.63,"45.5006614,-73.5653517","45.5006614,-73.5653517",False,
149,ALIMENTATION ERIC DA PONTE,8115   Boulevard Maurice-Duplessis ,Montréal,"Québec, Canada",Supermarché,Fermé,20100118,45.63383,-73.586499,298056.08,5054885.06,"45.6337444,-73.5872189","45.6337444,-73.5872189",False,
150,PATES & PIZZA MEDZOO,845  G206 Rue Sainte-Catherine Est,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20080912,45.516058,-73.558378,300239.05,5041794.89,"45.5202567,-73.5545203","45.5202567,-73.5545203",False,
151,CABANE HABILE ENR.,8069   Avenue André-Ampère ,Montréal,"Québec, Canada",Garderie,Ouvert,19930713,45.635397,-73.591749,297646.97,5055059.65,"45.6355678,-73.5921038","45.6355678,-73.5921038",False,
154,BEURRE NOISETTE,4354   Avenue Christophe-Colomb ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20120420,45.527004,-73.57697,298787.65,5043012.5,"45.5269727,-73.5771536","45.5269727,-73.5771536",False,
155,VILLAGE PLACE FRONTENAC,2600  105 Rue Ontario Est,Montréal,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20160518,45.533752,-73.552052,300734.54,5043760.83,"45.5124182,-73.5666197","45.5124182,-73.5666197",False,
156,BILLARD FATS ENR.,1635   Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada","Bar salon, taverne",Ouvert,20100603,45.494541,-73.578416,298671.19,5039404.98,"45.4946076,-73.5785238","45.4946076,-73.5785238",False,
159,DOLLARIUM,6540   Boulevard Monk ,Montréal,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20150928,45.453388,-73.594099,297440.09,5034833.02,"45.4535887,-73.5939283","45.4535887,-73.5939283",False,
500,RESIDENCE MARIE-ROSE,8205   Rue Arthur-Buies ,Montréal,"Québec, Canada",Centre d'accueil,Fermé,20120704,45.593428,-73.513934,303712.87,5050391.57,"45.5936781,-73.5140864","45.5936781,-73.5140864",False,
501,C.P.E. BILBO  (LA PETITE OURSE),2796   Avenue Lebrun ,Montréal,"Québec, Canada",Garderie,Fermé,20210504,45.600529,-73.52494,302854.42,5051180.94,"45.600312,-73.525062","45.600312,-73.525062",False,
502,C.P.E. DU DOLMEN,585   Rue De Saint-Just ,Montréal,"Québec, Canada",Garderie,Ouvert,19930407,45.587136,-73.509212,304081.16,5049692.22,"45.5872559,-73.5090664","45.5872559,-73.5090664",False,
505,DEPAN ESCOMPTE COUCHE-TARD #305,8550   Rue Hochelaga ,Montréal,"Québec, Canada",Épicerie,Ouvert,19930210,45.599466,-73.521039,303158.66,5051062.64,"45.5995755,-73.5206698","45.5995755,-73.5206698",False,
506,DEPANNEUR L. HENRY,9090   Avenue Pierre-De Coubertin ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20100215,45.606324,-73.519437,303283.84,5051824.82,"45.6063127,-73.5192244","45.6063127,-73.5192244",False,
507,DEPANNEUR KARIANNE,9581   Avenue Pierre-De Coubertin ,Montréal,"Québec, Canada",Épicerie,Fermé,20140117,45.610817,-73.51725,303454.59,5052324.09,"45.6108573,-73.5175231","45.6108573,-73.5175231",False,
509,DIST. SERVI-VEND INC(INDUS.MAJESTIC INC.,3700   Rue Jean-Rivard ,Montréal,"Québec, Canada",Distributrice automatique,Fermé,20150319,45.57109,-73.610179,296200.35,5047914.87,"45.5704611,-73.6101522","45.5704611,-73.6101522",False,
511,ECOLE DUNTON # 253,5555   Rue De Boucherville ,Montréal,"Québec, Canada",Cafétéria institution d'enseignement,Ouvert,19930405,45.595794,-73.545051,301285.24,5050655.34,"45.596163,-73.5438461","45.596163,-73.5438461",False,
513,PAVILLON AUDREY (S.E.N.C.),1505   Rue Beaurivage ,Montréal,"Québec, Canada",Résidence de personnes âgées,Ouvert,19930308,45.590075,-73.511668,303889.58,5050018.84,"45.5900142,-73.5109039","45.5900142,-73.5109039",False,
515,DEPANNEUR ROYAL PLUS,3334   Rue Jean-Talon Est,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé,20151125,45.559973,-73.597316,297202.82,5046678.12,"45.5599386,-73.5971257","45.5599386,-73.5971257",False,
516,MARCHE BOB,8596   Rue De Grosbois ,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20220622,45.604348,-73.535104,302061.67,5051605.63,"45.6042321,-73.5349016","45.6042321,-73.5349016",False,
518,TABAGIE LE PASSE-TEMPS,8670   Rue De Grosbois ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20081212,45.605182,-73.534606,302100.61,5051698.28,"45.6051692,-73.5343873","45.6051692,-73.5343873",False,
520,RESTAURANT M.D.G.,8944   Rue De Grosbois ,Montréal,"Québec, Canada",Restaurant,Fermé,20150714,45.608107,-73.53287,302236.11,5052023.25,"45.6080544,-73.532615","45.6080544,-73.532615",False,
524,RESTAURANT LA FRITE DOREE MONTREAL,9501   Rue Marseille ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20220510,45.610641,-73.521979,303085.71,5052304.54,"45.6107464,-73.5221759","45.6107464,-73.5221759",False,
525,DEPANNEUR BARBE GRISE ENR.,542   Rue Des Ormeaux ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20100716,45.599466,-73.5129,303793.6,5051062.51,"45.5994129,-73.513289","45.5994129,-73.513289",False,
527,DEPANNEUR VARIETES PIERRE PIGEON,641   Rue Des Ormeaux ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20170329,45.599956,-73.514566,303663.71,5051117.06,"45.6000797,-73.5145594","45.6000797,-73.5145594",False,
529,DEPANNEUR DES ORMEAUX,2159   Rue Des Ormeaux ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20100217,45.600157,-73.515241,303611.06,5051139.34,"45.6002618,-73.5150299","45.6002618,-73.5150299",False,
530,COQ-O-RICO,2248   Rue Des Ormeaux ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20090311,45.600718,-73.517138,303463.07,5051201.72,"45.6005823,-73.5171067","45.6005823,-73.5171067",False,
531,BAR DES ORMEAUX,2269   Rue Des Ormeaux ,Montréal,"Québec, Canada","Bar salon, taverne",Ouvert,20091006,45.601035,-73.518214,303379.14,5051236.95,"45.6012276,-73.5183462","45.6012276,-73.5183462",False,
532,MARCHE MADHUBON,530   Avenue Ogilvy ,Montréal,"Québec, Canada",Boucherie-épicerie,Ouvert,19931012,45.528841,-73.625389,295005.82,5043221.48,"45.5287925,-73.6252333","45.5287925,-73.6252333",False,
536,PHARMACIE DECEMBRE DORMEUS S.E.N.C.,9210   Rue Sherbrooke Est,Montréal,"Québec, Canada",Magasin à rayons,Ouvert,19930405,45.609593,-73.527234,302675.81,5052188.28,"45.609234,-73.5265068","45.609234,-73.5265068",False,
538,8858 SOCIETE MARCHE ROBERT SENC PROVIGO,2710   Rue Des Ormeaux ,Montréal,"Québec, Canada",Boucherie-épicerie,Fermé changement d'exploitant,20121108,45.602184,-73.522108,303075.37,5051364.8,"45.6019857,-73.5223272","45.6019857,-73.5223272",False,
542,DEPANNEUR C.N. VIENS ICI,8762   Rue De Teck ,Montréal,"Québec, Canada",Épicerie,Fermé,20080908,45.604497,-73.52775,302635.33,5051621.94,"45.6044174,-73.5275372","45.6044174,-73.5275372",False,
166,CAFETERIA MONTE CARLO,11011   Boulevard Maurice-Duplessis ,Montréal,"Québec, Canada",Cafétéria,Fermé,20071003,45.666372,-73.53036,302434.33,5058498.4,"45.6660693,-73.5321503","45.6660693,-73.5321503",False,
169,FLEUR DE PAPIER,11011   Boulevard Maurice-Duplessis ,Montréal,"Québec, Canada",Garderie,Ouvert,19930308,45.666372,-73.53036,302434.33,5058498.4,"45.6660693,-73.5321503","45.6660693,-73.5321503",False,
175,RESTAURANT VIETNAMIEN,1386   Rue Fleury Est,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20101026,45.560999,-73.65745,292508.51,5046799.65,"45.5608751,-73.6573009","45.5608751,-73.6573009",False,
754,PIZZA DONINI,6411   Rue Saint-Hubert ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20120321,45.535958,-73.602712,296778.12,5044009.83,"45.5361483,-73.6027537","45.5361483,-73.6027537",False,
755,DEPANNEUR M. FORGET,8445  B Rue Ontario Est,Montréal,"Québec, Canada",Épicerie avec préparation,Ouvert,19930105,45.596298,-73.513887,303716.55,5050710.46,"45.5405088,-73.5480407","45.5405088,-73.5480407",False,
756,COUCHE-TARD 329,8155   Rue Notre-Dame Est,Montréal,"Québec, Canada",Épicerie avec préparation,Ouvert,19930308,45.591605,-73.510089,304012.85,5050188.86,"45.5917879,-73.5105938","45.5917879,-73.5105938",False,
757,RESTAURANT PIZZERIA MILANO,2151   Rue Des Ormeaux ,Montréal,"Québec, Canada",Restaurant,Fermé,20091002,45.600107,-73.515072,303624.21,5051133.8,"45.6002544,-73.5150172","45.6002544,-73.5150172",False,
758,HYDRO-QUEBEC,8181   Avenue Esplanade ,Montréal,"Québec, Canada",Casse-croûte,Fermé,20101223,45.536006,-73.63339,294382.15,5044018.66,"45.5369328,-73.6353429","45.5369328,-73.6353429",False,
759,COUCHE-TARD #397,8950   Rue Sherbrooke Est,Montréal,"Québec, Canada",Épicerie,Ouvert,19930201,45.606579,-73.528935,302542.98,5051853.4,"45.6065969,-73.5285454","45.6065969,-73.5285454",False,
767,RESIDENCE EMMANUEL GREGOIRE INC.,2205   Rue Des Ormeaux ,Montréal,"Québec, Canada",Centre d'accueil,Ouvert,19930311,45.600444,-73.51621,303535.42,5051171.22,"45.6005586,-73.5159922","45.6005586,-73.5159922",False,
768,CENTRE D'HEBERGEMENT JUDITH-JASMIN,8850   Rue Bisaillon ,Montréal,"Québec, Canada",Résidence de personnes âgées,Ouvert,19930217,45.606244,-73.530448,302424.97,5051816.13,"45.6064605,-73.529842","45.6064605,-73.529842",False,
769,CENTRE DES AINES DE VILLERAY,7378  124 Rue Lajeunesse ,Montréal,"Québec, Canada",Restaurant,Fermé,20230216,45.540483,-73.617165,295650.06,5044514.24,"46.192573,-73.6419145","46.192573,-73.6419145",False,
771,RESTAURANT 5 A 3,7739   Rue Notre-Dame Est,Montréal,"Québec, Canada",Restaurant,Fermé,20070904,45.585888,-73.508088,304168.92,5049553.51,"45.5860959,-73.508223","45.5860959,-73.508223",False,
773,DEPANNEUR DE LA PROMENADE BELLERIVE,9580   Rue Notre-Dame Est,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20111202,45.60975,-73.510968,303944.5,5052205.37,"45.6096654,-73.5107374","45.6096654,-73.5107374",False,
783,LA FABRIQUE DE PAROISSE SAINTE BIBIANE,3301   Rue Dandurand ,Montréal,"Québec, Canada",Casse-croûte,Fermé,20110328,45.552566,-73.575869,298876.35,5045853.13,"45.5551558,-73.5742642","45.5551558,-73.5742642",False,
790,DEPANNEUR HUGUETTE,50   Avenue Pins Est,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20081202,45.515563,-73.574667,298966.37,5041740.91,"45.5155976,-73.5744673","45.5155976,-73.5744673",False,
792,PAUSE CAFE TRIO,8699   Boulevard Saint-Michel ,Montréal,"Québec, Canada",Distributrice automatique,Fermé changement d'exploitant,20090603,45.568991,-73.621221,295338.1,5047682.88,"45.5689663,-73.6203257","45.5689663,-73.6203257",False,
793,MINI MARCHE DU NORD ENR.,2601   Rue Beaubien Est,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20131107,45.550405,-73.590313,297748.31,5045614.15,"45.5505203,-73.5904159","45.5505203,-73.5904159",False,
209,DEPANNEUR LE BEL-AGE,7015   Boulevard Gouin Est,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20120725,45.629066,-73.619554,295478.2,5054358.98,"45.629954,-73.618913","45.629954,-73.618913",False,
210,LA RIVIERA,7015  #2-B Boulevard Gouin Est,Montréal,"Québec, Canada",Centre d'accueil,Fermé changement d'exploitant,20141003,45.629066,-73.619554,295478.2,5054358.98,"45.5759367,-73.6578605","45.5759367,-73.6578605",False,
211,BOURGAULT & SANZONE,9199   Boulevard Maurice-Duplessis ,Montréal,"Québec, Canada",Supermarché,Fermé,20080924,45.646564,-73.56968,299368.64,5056298.98,"45.6467413,-73.5702028","45.6467413,-73.5702028",False,
212,R.D. PHARMACIE INC.,8315   Boulevard Maurice-Duplessis ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20200507,45.634998,-73.584975,298175.06,5055014.7,"45.635015,-73.5855707","45.635015,-73.5855707",False,
219,BOULANGERIE ET PATISSERIE LASALLE R.D.P. INC.,8591   Boulevard Maurice-Duplessis ,Montréal,"Québec, Canada",Boulangerie,Ouvert,19930310,45.638303,-73.580619,298515.03,5055381.69,"45.6386247,-73.5807984","45.6386247,-73.5807984",False,
1097,MARCHE BONFRUIT,6120   Chemin Côte-des-Neiges ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20090414,45.50067,-73.631761,294502.98,5040091.57,"45.5003926,-73.6317168","45.5003926,-73.6317168",False,
1099,ANGLICAN CHURCH OF MONTREAL,99   Rue Bernard Ouest,Montréal,"Québec, Canada",Organisme d'aide alimentaire,Ouvert,19931117,45.526209,-73.603195,296739.02,5042926.5,"45.5264052,-73.6032486","45.5264052,-73.6032486",False,
1104,CAFE SPORT ALEX,4030   Rue Masson ,Montréal,"Québec, Canada","Bar salon, taverne",Ouvert,20070612,45.558524,-73.568805,299428.48,5046514.74,"45.5584963,-73.5685828","45.5584963,-73.5685828",False,
1108,LA MAISON DUMPLINGS,1450  100 Rue City Councillors ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20080718,45.504982,-73.568834,299421.11,5040564.56,"45.5061805,-73.5712948","45.5061805,-73.5712948",False,
1110,LE MEILLEUR PRIX,1140   Boulevard De Maisonneuve Ouest,Montréal,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20141211,45.500406,-73.575279,298916.94,5040056.58,"45.5003073,-73.5750557","45.5003073,-73.5750557",False,
1111,POPOTE ROULANTE ST-ESPRIT 48,5460   Avenue 6e ,Montréal,"Québec, Canada",Restaurant mets pour emporter,Ouvert,19930227,45.548373,-73.575862,298876.45,5045387.19,"46.0958006,-70.6568657","46.0958006,-70.6568657",False,
986,DUNKIN DONUTS (LOC. 310 NIVEAU METRO),2020  310 Rue University ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20090402,,,,,"45.506932,-73.5775182","45.506932,-73.5775182",False,
993,GO CAFE (C.H.S.L.D. EMILIE-GAMELIN),1440   Rue Dufresne ,Montréal,"Québec, Canada",Distributrice automatique,Fermé,20110419,45.528664,-73.547908,301057.85,5043195.19,"45.5284308,-73.5484943","45.5284308,-73.5484943",False,
999,LE CLAFOUTI,402   Rue Saint-Jacques ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20120109,45.501943,-73.559861,300122.04,5040226.36,"45.5018026,-73.559694","45.5018026,-73.559694",False,
1000,DEPANNEUR D'HERELLE,4230   Rue D'Hérelle ,Montréal,"Québec, Canada",Épicerie,Ouvert,19930121,45.57443,-73.603774,296700.72,5048285.36,"45.5743453,-73.6035554","45.5743453,-73.6035554",False,
1003,BAR RIBERA,4244   Rue D'Hérelle ,Montréal,"Québec, Canada","Bar salon, taverne",Fermé changement d'exploitant,20100723,45.574619,-73.603606,296713.83,5048306.41,"45.5745073,-73.6033919","45.5745073,-73.6033919",False,
1006,DEPANNEUR STELLA,4213   Boulevard Grandes-Prairies ,Montréal,"Québec, Canada",Épicerie avec préparation,Fermé changement d'exploitant,20170316,45.582911,-73.624394,295092.85,5049230.21,"45.5830551,-73.6245593","45.5830551,-73.6245593",False,
1008,CAFE MONTE CRISTO,4102   Rue Jean-Rivard ,Montréal,"Québec, Canada","Bar salon, taverne",Fermé,20220518,45.574415,-73.607532,296407.46,5048284.12,"45.5740447,-73.6076722","45.5740447,-73.6076722",False,
1009,DEPANNEUR SOLEIL,4214   Rue Jean-Rivard ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20240109,45.575836,-73.606264,296506.6,5048441.91,"45.5755374,-73.6062592","45.5755374,-73.6062592",False,
1015,ECOLE ST-NOEL CHABANEL ANNEXE,8777   Avenue 24e ,Montréal,"Québec, Canada",École/mesures alimentaires,Ouvert,19930303,45.577782,-73.613377,295951.78,5048658.96,"45.5797705,-73.6168598","45.5797705,-73.6168598",False,
1016,PRISZM LP #1117 (PFK),8575   Boulevard Pie-IX ,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20121009,45.575553,-73.611599,296090.18,5048411.02,"45.5757447,-73.6115239","45.5757447,-73.6115239",False,
1018,MARCHE LUANPRABANG,8915   Boulevard Pie-IX ,Montréal,"Québec, Canada",Épicerie avec préparation,Ouvert,19930317,45.57795,-73.617036,295666.27,5048677.99,"45.578166,-73.6170075","45.578166,-73.6170075",False,
1022,SALON DE QUILLES PIE IX,8929   Boulevard Pie-IX ,Montréal,"Québec, Canada",Restaurant,Fermé,20070109,45.57809,-73.617352,295641.56,5048693.55,"45.578166,-73.6169946","45.578166,-73.6169946",False,
1023,VEGAS BAR ET GRILL,9075   Boulevard Pie-IX ,Montréal,"Québec, Canada","Bar salon, taverne",Fermé,20100716,45.579352,-73.620271,295413.98,5048834.23,"45.57966,-73.6200715","45.57966,-73.6200715",False,
1027,TORNADE DU DOLLAR INC.,9111   Boulevard Pie-IX ,Montréal,"Québec, Canada",Magasin à rayons,Fermé changement d'exploitant,20080908,45.579722,-73.621045,295353.69,5048875.41,"45.5803399,-73.6205562","45.5803399,-73.6205562",False,
1028,"44985 INTERMARCHE MTL, PIE-IX",9125   Boulevard Pie-IX ,Montréal,"Québec, Canada",Boucherie-épicerie,Fermé changement d'exploitant,20151005,45.579858,-73.621351,295329.79,5048890.52,"45.5803399,-73.6205487","45.5803399,-73.6205487",False,
1031,CHEZ TOMMY RESTO-BAR,9230 A  Boulevard Pie-IX ,Montréal,"Québec, Canada",Restaurant,Fermé,20081114,45.580482,-73.623194,295186.11,5048960.11,"45.5497053,-73.5401982","45.5497053,-73.5401982",False,
1032,NOUVEAU FELIX,9143   Boulevard Pie-IX ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20120601,45.579986,-73.621641,295307.21,5048904.78,"45.5801993,-73.6216094","45.5801993,-73.6216094",False,
1033,BOUCHERIE FORTIN (1983),9289   Boulevard Pie-IX ,Montréal,"Québec, Canada",Boucherie-épicerie,Fermé,20121114,45.581375,-73.62488,295054.69,5049059.53,"45.581604,-73.6248698","45.581604,-73.6248698",False,
1037,LE SUPER CLUB VIDEO 2000,6500   Rue Beaubien Est,Montréal,"Québec, Canada",Bar laitier saisonnier,Fermé,20151215,45.587541,-73.56097,300042.55,5049738.97,"45.5877451,-73.5604075","45.5877451,-73.5604075",False,
1040,EPICERIE J. BRUNET ENR,4210   Boulevard Robert ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20090924,45.576219,-73.60966,296241.59,5048484.85,"45.5765179,-73.6091894","45.5765179,-73.6091894",False,
1044,EPICERIE CHEZ ANNETTE,4193   Rue 42e ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20100810,45.57984,-73.617727,295612.63,5048888.17,"45.5800548,-73.6178058","45.5800548,-73.6178058",False,
1045,DEPANNEUR SEBA ET MARC,4220   Rue 42e ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20120123,45.580705,-73.617217,295652.55,5048984.19,"45.5807719,-73.6169826","45.5807719,-73.6169826",False,
1052,DEPANNEUR LES 3 COUSINS ENR.,4195   Rue 51e ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20220808,45.582667,-73.62363,295152.41,5049203.03,"45.5827437,-73.6238329","45.5827437,-73.6238329",False,
1053,LE CLUB DES GALOPINS ENR.,2668   Rue Beaubien Est,Montréal,"Québec, Canada",Garderie,Fermé,20130411,45.551293,-73.589543,297808.54,5045712.85,"45.5512237,-73.5893349","45.5512237,-73.5893349",False,
1054,RESTAURANT LA PORTE,3627   Boulevard Saint-Laurent ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20141008,45.514161,-73.573142,299085.4,5041585.01,"45.5143322,-73.5730061","45.5143322,-73.5730061",False,
1059,CAFE NIRO ENR.,9089   Boulevard Pie-IX ,Montréal,"Québec, Canada","Bar salon, taverne",Ouvert,20101111,45.579488,-73.620583,295389.69,5048849.29,"45.57966,-73.620064","45.57966,-73.620064",False,
1060,DEPANNEUR M & N VEZINA INC.,2108   Avenue Mont-Royal Est,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20090511,45.535324,-73.572298,299153.46,5043936.75,"45.5353191,-73.5720564","45.5353191,-73.5720564",False,
1061,POISSONNERIE CARTIERVILLE,11835   Boulevard Laurentien ,Montréal,"Québec, Canada",Poissonnerie,Fermé changement d'exploitant,20160225,45.523466,-73.709518,288432.92,5042637.81,"45.5246222,-73.7106372","45.5246222,-73.7106372",False,
796,J.M.I. DEPANNEUR,4701 J  Boulevard Saint-Jean ,Dollard-des-Ormeaux,"Québec, Canada",Épicerie avec préparation,Fermé,20240716,45.487328,-73.848859,277530.46,5038659.61,"45.4899795,-73.8505738","45.4899795,-73.8505738",False,
801,LAURA SECORD #5288,705  2132 Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada",Bar laitier,Fermé changement d'exploitant,20191104,45.502775,-73.570187,299315.1,5040319.43,"45.5026421,-73.5707995","45.5026421,-73.5707995",False,
802,MM MUFFINS,705  1268 Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20190409,45.502775,-73.570187,299315.1,5040319.43,"45.5026421,-73.5707995","45.5026421,-73.5707995",False,
100755,PIZZERIA VILLE-EMARD,6078  38 Rue Laurendeau ,Montréal,"Québec, Canada",Restaurant,Fermé,20160427,45.457698,-73.588396,297886.64,5035311.43,"49.8868171,2.2911379","49.8868171,2.2911379",False,
803,RESTAURANT CHEE CHAN  (LOCAL 1-125),705  1238 Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20140530,45.502775,-73.570187,299315.1,5040319.43,"45.5026421,-73.5707995","45.5026421,-73.5707995",False,
808,PIZZA MANGIONE,705  1232 Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada",Restaurant service rapide,Fermé changement d'exploitant,20090220,45.502775,-73.570187,299315.1,5040319.43,"45.5026421,-73.5707995","45.5026421,-73.5707995",False,
810,VARIETES SUPER-MAG,705  3111 Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada",Épicerie,Fermé,20220915,45.502775,-73.570187,299315.1,5040319.43,"45.5026421,-73.5707995","45.5026421,-73.5707995",False,
813,LE ROI DE LA POINTE DE PIZZA,434   Rue Jarry Est,Montréal,"Québec, Canada",Restaurant service rapide,Fermé,20201204,45.543138,-73.628881,294735.58,5044810.65,"45.5430728,-73.6287276","45.5430728,-73.6287276",False,
823,VARIETES EXTRA MAG (CENTRE EATON),705  2150 Rue Sainte-Catherine Ouest,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20110727,45.502775,-73.570187,299315.1,5040319.43,"45.5026421,-73.5707995","45.5026421,-73.5707995",False,
826,COUCHE-TARD  #321,3000   Rue Masson ,Montréal,"Québec, Canada",Épicerie avec préparation,Ouvert,19930513,45.548696,-73.574528,298980.67,5045423.0,"45.5486919,-73.5743582","45.5486919,-73.5743582",False,
827,LE PETIT SZECHUAN,6521   Avenue Somerled ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20141127,45.467651,-73.638406,293977.31,5036423.08,"45.4677903,-73.6385889","45.4677903,-73.6385889",False,
829,CAFE VIVIANE,600   Boulevard René-Lévesque Ouest,Montréal,"Québec, Canada",Restaurant,Fermé,20070125,45.502969,-73.566337,299615.99,5040340.69,"45.5027309,-73.5662018","45.5027309,-73.5662018",False,
838,DEPANNEUR THILANI,7318   Avenue De Chateaubriand ,Montréal,"Québec, Canada",Épicerie,Ouvert,19930301,45.540897,-73.61554,295777.03,5044560.04,"45.5408374,-73.6156894","45.5408374,-73.6156894",False,
562,FROMAGERIE HAMEL (EST DE MONTREAL),9196   Rue Sherbrooke Est,Montréal,"Québec, Canada",Charcuterie/fromage,Fermé,20220118,45.609164,-73.527466,302657.64,5052140.56,"45.609234,-73.5265158","45.609234,-73.5265158",False,
563,RESTAURANT CHEZ MON COPAIN,8321   Rue Hochelaga ,Montréal,"Québec, Canada",Restaurant,Fermé changement d'exploitant,20110414,45.597267,-73.522418,303051.01,5050818.3,"45.5973806,-73.5225578","45.5973806,-73.5225578",False,
566,DEPANNEUR GISELE,8390   Rue Hochelaga ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20120111,45.597804,-73.52194,303088.36,5050878.0,"45.5976615,-73.5218163","45.5976615,-73.5218163",False,
567,BOULANGERIE PATISSERIE DE L'EST,8434   Rue Hochelaga ,Montréal,"Québec, Canada",Pâtisserie/Boulangerie,Fermé,20130307,45.598277,-73.521672,303109.27,5050930.6,"45.5982118,-73.5214702","45.5982118,-73.5214702",False,
569,BAR CHEZ REEVES,8480   Rue Hochelaga ,Montréal,"Québec, Canada",Magasin à rayons,Ouvert,19930301,45.598839,-73.521415,303129.37,5050993.03,"45.5988355,-73.52108","45.5988355,-73.52108",False,
575,PHARMACIE JEAN COUTU,8697   Rue Hochelaga ,Montréal,"Québec, Canada",Épicerie,Fermé changement d'exploitant,20091021,45.601442,-73.519856,303251.01,5051282.21,"45.6014031,-73.5202499","45.6014031,-73.5202499",False,
